Uniq ID,City,Sub City,Food Rate,Staff Rate,Environment Rate,Latitude,Longitude,Image,Description,Restaurant name,Most reviewed foods
315,Anuradhapura,Nuwaragam Palatha East,3.9,3.3,3.5,8.3241,80.4141,https://duqjpivknq39s.cloudfront.net/2019/01/800x750slfood.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Spice Haven,Dhal Wadi
316,Anuradhapura,Padaviya ,4.4,4,4.2,8.8341,80.7607,https://media-cdn.tripadvisor.com/media/photo-s/0e/a5/07/a3/sangraha-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Naula Delights,Egg Hoppers
317,Anuradhapura,Palagala,3.8,3.4,3.7,7.9475,80.5202,https://media-cdn.tripadvisor.com/media/photo-s/1a/6a/79/29/gedarawage.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hillside Bites,Fish Curry
318,Anuradhapura,Palugaswewa,4.3,3.8,4.2,8.0604,80.6882,https://cf.bstatic.com/xdata/images/hotel/max1024x768/481969537.jpg?k=266db878a32d191dea27e01510c9be1e4f824f995fab6e37d37ace77a10ea8e8&o=&hp=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Rattota Spice Trail,Vegetable Roti
319,Anuradhapura,Rajanganaya ,4.1,3.6,4,8.1657,80.1964,https://oakrayisiwaraayurvedicvillage.com/mathale/images/gallery/oakray-isiwara-ayurvedic-matale-g18.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Ukuwela Flavors,Cuttlefish Curry
320,Anuradhapura,Rambewa ,3.7,3.5,3.5,8.4401,80.5049,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c7/53/curry-deserts.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Wilderness Eats,Wood Apple (Diya Bathala) Juice
321,Anuradhapura,Thalawa ,3.5,2.5,3.4,8.149,80.4089,https://assets.traveltriangle.com/blog/wp-content/uploads/2018/09/Rithu-Restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Yatawatta Tastes,Jackfruit Curry
322,Anuradhapura,Thambuttegama,3.5,3.8,4.1,8.1613,80.3001,https://media-cdn.tripadvisor.com/media/photo-p/27/a9/1f/34/the-garlic-cafe-by-jana.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Ambalama Kele,Fried Rice
323,Anuradhapura,Thirappane,4.2,3.2,3.7,8.222,80.5226,https://media-cdn.tripadvisor.com/media/photo-s/0f/65/f7/b9/photo1jpg.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Rithu Restaurant,Egg Curry
324,Polonnaruwa,Dimbulagala,3.8,4,4.3,7.8593,81.1031,https://media-cdn.tripadvisor.com/media/photo-s/1a/b6/3d/9b/happy-travelers-discover.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",The Garlic Cafe,Masala Vadai
325,Polonnaruwa,Elahera,4,3.9,4,7.7344,80.7935,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c6/f3/buffet-sri-lankan-lunch.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Friendo,Ambul Polos Curry
326,Polonnaruwa,Hingurakgoda,4.5,4.1,4.4,8.0416,80.9532,https://duqjpivknq39s.cloudfront.net/2019/01/800x750slfood.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Spice Haven,Fried Fish
327,Polonnaruwa,Lankapura,3.6,2.9,3.1,8.0424,81.0634,https://media-cdn.tripadvisor.com/media/photo-s/0e/a5/07/a3/sangraha-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Naula Delights,Beef Curry
328,Polonnaruwa,Medirigiriya,3.9,3.5,3.6,8.1505,80.979,https://media-cdn.tripadvisor.com/media/photo-s/1a/6a/79/29/gedarawage.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hillside Bites,Chicken Biryani
329,Polonnaruwa,Thamankaduwa,4.1,3.7,3.9,7.9396,81.0003,https://cf.bstatic.com/xdata/images/hotel/max1024x768/481969537.jpg?k=266db878a32d191dea27e01510c9be1e4f824f995fab6e37d37ace77a10ea8e8&o=&hp=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Rattota Spice Trail,Fish Bun
330,Polonnaruwa,Dimbulagala,3.8,4,4.3,7.8593,81.1031,https://oakrayisiwaraayurvedicvillage.com/mathale/images/gallery/oakray-isiwara-ayurvedic-matale-g18.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Ukuwela Flavors,Kiri Bath with Lunu Miris
331,Polonnaruwa,Elahera,4,3.9,4,7.7344,80.7935,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c7/53/curry-deserts.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Wilderness Eats,Banana Leaf Rice
332,Polonnaruwa,Hingurakgoda,4.5,4.1,4.4,8.0416,80.9532,https://assets.traveltriangle.com/blog/wp-content/uploads/2018/09/Rithu-Restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Yatawatta Tastes,Vegetable Kottu Roti
333,Polonnaruwa,Lankapura,3.6,2.9,3.1,8.0424,81.0634,https://media-cdn.tripadvisor.com/media/photo-p/27/a9/1f/34/the-garlic-cafe-by-jana.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Ambalama Kele,Fish Cutlets
334,Polonnaruwa,Medirigiriya,3.9,3.5,3.6,8.1505,80.979,https://media-cdn.tripadvisor.com/media/photo-s/0f/65/f7/b9/photo1jpg.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Rithu Restaurant,Cashew Curry
335,Polonnaruwa,Thamankaduwa,4.1,3.7,3.9,7.9396,81.0003,https://media-cdn.tripadvisor.com/media/photo-s/1a/b6/3d/9b/happy-travelers-discover.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",The Garlic Cafe,Prawn Curry
336,Polonnaruwa,Welikanda,3.3,2.8,3.2,7.946,81.2491,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c6/f3/buffet-sri-lankan-lunch.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Friendo,Fish Rolls
337,Polonnaruwa,Dimbulagala,3.8,4,4.3,7.8593,81.1031,https://duqjpivknq39s.cloudfront.net/2019/01/800x750slfood.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Spice Haven,Kankun Mallung
338,Polonnaruwa,Elahera,4,3.9,4,7.7344,80.7935,https://media-cdn.tripadvisor.com/media/photo-s/0e/a5/07/a3/sangraha-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Naula Delights,Green Bean Curry
339,Polonnaruwa,Hingurakgoda,4.5,4.1,4.4,8.0416,80.9532,https://media-cdn.tripadvisor.com/media/photo-s/1a/6a/79/29/gedarawage.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hillside Bites,Mutton Curry
340,Polonnaruwa,Lankapura,3.6,2.9,3.1,8.0424,81.0634,https://cf.bstatic.com/xdata/images/hotel/max1024x768/481969537.jpg?k=266db878a32d191dea27e01510c9be1e4f824f995fab6e37d37ace77a10ea8e8&o=&hp=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Rattota Spice Trail,Prawn Vadai
341,Polonnaruwa,Medirigiriya,3.9,3.5,3.6,8.1505,80.979,https://oakrayisiwaraayurvedicvillage.com/mathale/images/gallery/oakray-isiwara-ayurvedic-matale-g18.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Ukuwela Flavors,Ceylon Tea
342,Polonnaruwa,Thamankaduwa,4.1,3.7,3.9,7.9396,81.0003,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c7/53/curry-deserts.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Wilderness Eats,Pineapple Curry
343,Jaffna,Delft,4.2,3.5,3.8,52.0116,4.3571,https://assets.traveltriangle.com/blog/wp-content/uploads/2018/09/Rithu-Restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Yatawatta Tastes,Brinjal Moju
344,Jaffna,Island North,4.2,3.6,4.1,9.6955,79.8599,https://media-cdn.tripadvisor.com/media/photo-p/27/a9/1f/34/the-garlic-cafe-by-jana.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Ambalama Kele,Coconut Sambol
345,Jaffna,Island South,3.7,3.2,3.6,9.6955,79.8599,https://media-cdn.tripadvisor.com/media/photo-s/0f/65/f7/b9/photo1jpg.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Rithu Restaurant,Crab Curry
346,Jaffna,Jaffna,4.1,3.7,4,9.6615,80.0255,https://media-cdn.tripadvisor.com/media/photo-s/1a/b6/3d/9b/happy-travelers-discover.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",The Garlic Cafe,Dried Fish (Karawala)
347,Jaffna,Karainagar,3.9,3.3,3.5,9.7481,79.8829,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c6/f3/buffet-sri-lankan-lunch.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Friendo,Fish Soup
348,Jaffna,Nallur,4.4,4,4.2,9.4503,80.2781,https://duqjpivknq39s.cloudfront.net/2019/01/800x750slfood.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Spice Haven,Dosa
349,Jaffna,Thenmaradchi,3.8,3.4,3.7,9.4503,80.2781,https://media-cdn.tripadvisor.com/media/photo-s/0e/a5/07/a3/sangraha-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Naula Delights,Sambol Sandwich
350,Jaffna,Vadamaradchi East,4.3,3.8,4.2,9.4503,80.2781,https://media-cdn.tripadvisor.com/media/photo-s/1a/6a/79/29/gedarawage.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hillside Bites,Thosai (Dosai)
351,Jaffna,Vadamaradchi North,4.1,3.6,4,9.4503,80.2781,https://cf.bstatic.com/xdata/images/hotel/max1024x768/481969537.jpg?k=266db878a32d191dea27e01510c9be1e4f824f995fab6e37d37ace77a10ea8e8&o=&hp=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Rattota Spice Trail,Ambul Thiyal
352,Jaffna,Vadamaradchi South-West,3.7,3.5,3.5,9.4503,80.2781,https://oakrayisiwaraayurvedicvillage.com/mathale/images/gallery/oakray-isiwara-ayurvedic-matale-g18.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Ukuwela Flavors,Beetroot Curry
353,Jaffna,Valikamam East,3.5,2.5,3.4,9.4503,80.2781,https://media-cdn.tripadvisor.com/media/photo-s/12/25/eb/51/queenswood-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Wilderness Eats,Tomato Curry
354,Jaffna,Valikamam North,3.5,3.8,4.1,9.4503,80.2781,https://www.topasiatour.com/pic/sri-lanka/city/nuwara-eliya/guide/indian-summer-nuwara-eliya.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Yatawatta Tastes,Fish Stew
355,Jaffna,Valikamam South,4.2,3.2,3.7,9.4503,80.2781,https://media-cdn.tripadvisor.com/media/photo-s/10/fc/06/24/restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,Aasmi
356,Jaffna,Valikamam South-West,3.8,4,4.3,9.4503,80.2781,https://nerdnomads.com/wp-content/uploads/2017/03/High_tea_Grand_Hotel_Nuwara_Eliya2.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Eggplant Curry
357,Jaffna,Valikamam West,4,3.9,4,9.4503,80.2781,https://c8.alamy.com/comp/H60X8G/local-eatery-nuwara-eliya-sri-lanka-H60X8G.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Fish Biriyani
358,Jaffna,Delft,4.2,3.5,3.8,52.0116,4.3571,https://media-cdn.tripadvisor.com/media/photo-s/12/25/eb/51/queenswood-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,Ambarella Curry
359,Jaffna,Island North,4.2,3.6,4.1,9.6955,79.8599,https://www.topasiatour.com/pic/sri-lanka/city/nuwara-eliya/guide/indian-summer-nuwara-eliya.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Pumpkin Curry
360,Jaffna,Island South,3.7,3.2,3.6,9.6955,79.8599,https://media-cdn.tripadvisor.com/media/photo-s/10/fc/06/24/restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,Chicken Stew
361,Jaffna,Jaffna,4.1,3.7,4,9.6615,80.0255,https://nerdnomads.com/wp-content/uploads/2017/03/High_tea_Grand_Hotel_Nuwara_Eliya2.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Eggplant Moju
362,Jaffna,Karainagar,3.9,3.3,3.5,9.7481,79.8829,https://c8.alamy.com/comp/H60X8G/local-eatery-nuwara-eliya-sri-lanka-H60X8G.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Cassava Curry
363,Jaffna,Nallur,4.4,4,4.2,9.4503,80.2781,https://media-cdn.tripadvisor.com/media/photo-s/12/25/eb/51/queenswood-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,Palak Curry
364,Jaffna,Thenmaradchi,3.8,3.4,3.7,9.4503,80.2781,https://www.topasiatour.com/pic/sri-lanka/city/nuwara-eliya/guide/indian-summer-nuwara-eliya.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Fish Tofu
365,Jaffna,Vadamaradchi East,4.3,3.8,4.2,9.4503,80.2781,https://media-cdn.tripadvisor.com/media/photo-s/10/fc/06/24/restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,String Hopper Kottu
366,Jaffna,Vadamaradchi North,4.1,3.6,4,9.4503,80.2781,https://nerdnomads.com/wp-content/uploads/2017/03/High_tea_Grand_Hotel_Nuwara_Eliya2.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Rendang
367,Jaffna,Vadamaradchi South-West,3.7,3.5,3.5,9.4503,80.2781,https://c8.alamy.com/comp/H60X8G/local-eatery-nuwara-eliya-sri-lanka-H60X8G.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Fish Porridge
368,Jaffna,Valikamam East,3.5,2.5,3.4,9.4503,80.2781,https://media-cdn.tripadvisor.com/media/photo-s/12/25/eb/51/queenswood-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,Amba Maluwa
369,Jaffna,Valikamam North,3.5,3.8,4.1,9.4503,80.2781,https://www.topasiatour.com/pic/sri-lanka/city/nuwara-eliya/guide/indian-summer-nuwara-eliya.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Banana Fritters (Kesel Muwa)
370,Jaffna,Valikamam South,4.2,3.2,3.7,9.4503,80.2781,https://media-cdn.tripadvisor.com/media/photo-s/10/fc/06/24/restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,Black Pork Curry
371,Jaffna,Valikamam South-West,3.8,4,4.3,9.4503,80.2781,https://nerdnomads.com/wp-content/uploads/2017/03/High_tea_Grand_Hotel_Nuwara_Eliya2.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Papadam
372,Jaffna,Valikamam West,4,3.9,4,9.4503,80.2781,https://c8.alamy.com/comp/H60X8G/local-eatery-nuwara-eliya-sri-lanka-H60X8G.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Fish Roti
